Iteration,Finetune Loss,Finetune Accuracy
0,1.6280697584152222,0.08748856358645929
1,1.544060230255127,0.09091948764867337
2,1.49177885055542,0.24188014638609331
3,1.466880202293396,0.25834858188472093
4,1.477773904800415,0.3327996340347667
5,1.398963212966919,0.5034309240622141
6,1.4170764684677124,0.5181838975297347
7,1.2994836568832397,0.5408279963403476
8,1.2467623949050903,0.6020128087831657
9,1.2765535116195679,0.6786367795059469
10,1.2312225103378296,0.7179780420860018
11,1.2122325897216797,0.7289569990850869
12,1.1639564037322998,0.7333028362305581
13,1.0731592178344727,0.735704483074108
14,1.0404642820358276,0.7368481244281794
15,0.9733156561851501,0.7368481244281794
16,1.0079857110977173,0.737419945105215
17,1.035190224647522,0.7376486733760292
18,0.9722763299942017,0.7381061299176578
19,0.9296455979347229,0.7381061299176578
20,0.7576354742050171,0.7385635864592863
21,0.7529236674308777,0.7395928636779506
22,0.6996340155601501,0.7395928636779506
23,0.6716602444648743,0.7398215919487648
24,0.7805594801902771,0.7395928636779506
25,0.6726908683776855,0.7395928636779506
26,0.7076317071914673,0.739935956084172
27,0.6421129107475281,0.739935956084172
28,0.5101003050804138,0.7398215919487648
29,0.5459707379341125,0.7406221408966148
30,0.4756193459033966,0.7413083257090577
31,0.45484912395477295,0.7423376029277219
32,0.4311520755290985,0.7425663311985361
33,0.48948782682418823,0.7431381518755719
34,0.49090588092803955,0.743252516010979
35,0.46144771575927734,0.7438243366880146
36,0.4225865602493286,0.7446248856358646
37,0.35456931591033936,0.7451967063129002
38,0.3767407536506653,0.7453110704483074
39,0.2755473852157593,0.745768526989936
40,0.3245105445384979,0.7459972552607502
41,0.2844432592391968,0.7464547118023788
42,0.30433493852615356,0.7466834400731931
43,0.27981775999069214,0.7470265324794144
44,0.30331358313560486,0.7467978042086002
45,0.21398133039474487,0.7467978042086002
46,0.21370822191238403,0.7463403476669717
47,0.3551846742630005,0.7461116193961573
48,0.2622193396091461,0.7447392497712717
49,0.21298494935035706,0.744167429094236
50,0.21654948592185974,0.744053064958829
51,0.13703103363513947,0.7437099725526075
52,0.21915285289287567,0.7438243366880146
53,0.22838012874126434,0.7439387008234217
54,0.18250572681427002,0.7439387008234217
55,0.15485237538814545,0.744053064958829
56,0.15857422351837158,0.744167429094236
57,0.1579863578081131,0.7443961573650503
58,0.2036345899105072,0.744167429094236
59,0.20313304662704468,0.7445105215004575
60,0.17213474214076996,0.7443961573650503
61,0.15615016222000122,0.7442817932296432
62,0.16889873147010803,0.744167429094236
63,0.12189166247844696,0.744053064958829
64,0.12913009524345398,0.7437099725526075
65,0.14375165104866028,0.7439387008234217
66,0.24270755052566528,0.7443961573650503
67,0.1333010047674179,0.7446248856358646
68,0.1219136044383049,0.7450823421774931
69,0.31912797689437866,0.744967978042086
70,0.16060513257980347,0.7448536139066788
71,0.1806802749633789,0.7446248856358646
72,0.18322810530662537,0.7447392497712717
73,0.32587891817092896,0.7447392497712717
74,0.10973799973726273,0.7447392497712717
75,0.15358491241931915,0.7447392497712717
76,0.11644592136144638,0.7448536139066788
77,0.1016560047864914,0.7450823421774931
78,0.06810321658849716,0.7450823421774931
79,0.07669766247272491,0.7450823421774931
80,0.1504334807395935,0.7451967063129002
81,0.17075465619564056,0.7451967063129002
82,0.12979717552661896,0.7453110704483074
83,0.12016374617815018,0.7454254345837146
84,0.057667817920446396,0.7456541628545288
85,0.2194528728723526,0.7453110704483074
86,0.09639248251914978,0.7451967063129002
87,0.14080853760242462,0.7453110704483074
88,0.13309171795845032,0.7454254345837146
