Iteration,Finetune Loss,Finetune Accuracy
0,2.707287549972534,0.2921299085382551
1,2.6886963844299316,0.30133085053946
2,2.6708385944366455,0.3189659893751027
3,2.6096951961517334,0.33282216988882196
4,2.5879952907562256,0.3404896215564927
5,2.5779993534088135,0.3464592803548935
6,2.5784239768981934,0.39153294265841504
7,2.5541439056396484,0.48748562352812314
8,2.4804346561431885,0.5179911276630703
9,2.4771318435668945,0.5247275316282382
10,2.4582056999206543,0.5275754422476587
11,2.4244253635406494,0.5302042828194315
12,2.4004673957824707,0.5322306807601731
13,2.3429577350616455,0.5345309162604743
14,2.3308184146881104,0.5362834766416562
15,2.26855206489563,0.5388027821896051
16,2.2550466060638428,0.5399528999397557
17,2.2527403831481934,0.5395695273563722
18,2.20967960357666,0.5382551070704857
19,2.1563422679901123,0.5356262664987129
20,2.1812195777893066,0.5352976614272413
21,2.099168539047241,0.5365573142012159
22,2.0708067417144775,0.5368859192726875
23,2.05090594291687,0.5373240593679829
24,1.9923726320266724,0.5382003395585738
25,1.999084234237671,0.5401719699874035
26,1.9186869859695435,0.5422531354400569
27,1.8772438764572144,0.5436770907497672
28,1.9331434965133667,0.5468536064406594
29,1.8617126941680908,0.5531518703105318
30,1.8234739303588867,0.5589572265731968
31,1.792171835899353,0.5638315351333589
32,1.738315224647522,0.5669532833123391
33,1.699281930923462,0.5685963086696971
34,1.6965819597244263,0.5721014294320609
35,1.6673136949539185,0.5938988991730105
36,1.6381741762161255,0.6063858918889314
37,1.6451572179794312,0.5826167917191521
38,1.629919409751892,0.5591215291089325
39,1.5836138725280762,0.5472369790240429
40,1.5800812244415283,0.5457582562024207
41,1.5310935974121094,0.5482775617503697
42,1.6138916015625,0.5490990744290487
43,1.5314151048660278,0.5492633769647844
44,1.4848896265029907,0.5599978092995235
45,1.514109492301941,0.584369352100334
46,1.5229301452636719,0.5957062270661044
47,1.480741262435913,0.6006353031381785
48,1.4943310022354126,0.6080289172462895
49,1.436321496963501,0.6144914836518977
50,1.465168833732605,0.6205159099622104
51,1.375343680381775,0.6276904540226738
52,1.4985966682434082,0.6308669697135659
53,1.477871298789978,0.6384248863574128
54,1.4186867475509644,0.6376581411906457
55,1.4561902284622192,0.6368913960238787
56,1.4694008827209473,0.6334958102853387
57,1.4674392938613892,0.6234733556054548
58,1.4186049699783325,0.613341365901747
59,1.378981351852417,0.6025521660550961
60,1.467417597770691,0.6015115833287694
61,1.3393981456756592,0.6069883345199628
62,1.2857022285461426,0.6141081110685142
63,1.3921470642089844,0.6160249739854319
64,1.3118358850479126,0.6139985760446903
65,1.3714525699615479,0.6166274166164631
66,1.3500217199325562,0.6145462511638097
67,1.2987325191497803,0.6143819486280738
68,1.3741971254348755,0.6138890410208664
69,1.3131606578826904,0.6130675283421874
70,1.3979887962341309,0.6139438085327783
71,1.4065481424331665,0.6181609069499973
72,1.2913596630096436,0.6297168519634153
73,1.3200745582580566,0.6431348923818391
74,1.3159003257751465,0.6546908373952571
75,1.2736867666244507,0.6579221205980612
76,1.2971597909927368,0.6543622323237855
77,1.3221896886825562,0.6506928090256859
78,1.285352110862732,0.6444493126677255
79,1.3571995496749878,0.6394107015718276
80,1.253164291381836,0.6244044033079578
81,1.25285005569458,0.6163535790569035
82,1.301275610923767,0.6181609069499973
83,1.3006709814071655,0.6282381291417931
84,1.2957745790481567,0.6343720904759297
85,1.2485406398773193,0.6442850101319897
86,1.223840594291687,0.6608247987293937
87,1.2636737823486328,0.6678898077660332
88,1.2292171716690063,0.6695876006353031
89,1.2616149187088013,0.6679445752779452
90,1.2964203357696533,0.6661372473848514
91,1.1695199012756348,0.662248754039104
92,1.2344481945037842,0.6575935155265896
93,1.2026598453521729,0.6529382770140753
94,1.2157785892486572,0.6484473410372966
95,1.1850136518478394,0.6441754751081659
96,1.2410649061203003,0.6376033736787338
97,1.2906310558319092,0.6348102305712251
98,1.2492083311080933,0.6293334793800318
99,1.2621957063674927,0.6221589353195685
100,1.154310941696167,0.6154772988663125
101,1.1680313348770142,0.6152034613067529
102,1.2193797826766968,0.6172846267594063
103,1.1998146772384644,0.6226518429267759
104,1.1353888511657715,0.6333862752615149
105,1.2105337381362915,0.6435182649652226
106,1.2979317903518677,0.6510214140971575
107,1.2680562734603882,0.6594556109315953
108,1.1336935758590698,0.6632893367654308
109,1.1639324426651,0.6671230625992661
110,1.136049509048462,0.6659729448491155
111,1.1558583974838257,0.6643846870036694
112,1.1599587202072144,0.6610986362889534
113,1.1849174499511719,0.6563886302645271
114,1.127441167831421,0.6511857166328934
115,1.1378165483474731,0.6483378060134728
116,1.0625593662261963,0.6502546689303905
117,1.1037288904190063,0.65392409222849
118,1.212437629699707,0.6585793307410044
119,1.1493799686431885,0.6559504901692316
120,1.1012694835662842,0.6525001369187797
121,1.179958462715149,0.6452160578344925
122,1.188696026802063,0.6399583766909469
123,1.1451882123947144,0.6363984884166712
124,1.2171694040298462,0.6377129087025576
125,1.1144740581512451,0.6405608193219782
126,1.0796560049057007,0.6434634974533107
127,1.133604645729065,0.6522262993592202
128,1.1546260118484497,0.6633441042773427
129,1.1796302795410156,0.6706829508735418
130,1.1248540878295898,0.6733665589572265
131,1.1211761236190796,0.6739142340763459
132,1.0546972751617432,0.6744071416835533
133,1.077283501625061,0.671340161016485
134,1.1248068809509277,0.6633988717892546
135,1.088910460472107,0.6567172353359987
